name,S_down,maxvalue,range1,range2,dmq,V_sum,S_ret,curvature,alt_stderr_mean_5,alt_rvalue_min_50,V1,V2,stability,std,level_shift_size,var,dnp,fft_abs_1,F1,asoc,F2,erbc_num10_focus4,erbc_num10_focus2,maxindex,minang,fft_imag_3,fft_imag_6,fft_abs_22,lumpiness,minindex,alt_stderr_max_10,retvalue,sumang,mac,S,retang,S_low,retindex,S_sum,alt_stderr_min_5,minvalue,alt_stderr_mean_10,swd_coeff_2,std1st_der,cv,fft_angle_2,maxang,fft_real_2,fft_real_5,alt_stderr_min_50,alt_stderr_max_5,fft_angle_3
20221001-225403-1oct okt4 test2,0.0768532692712742,0.2273869282721408,0.1489375884602402,0.1481467139518816,0.0273852167545361,0.1164729160551154,0.2415626319257364,0.7599437012066658,0.1236760905082403,0.9355565700966806,0.1473958583386897,0.153705913071635,0.0208288636702266,0.1094675566842705,0.1574187242343699,0.030225659466587,0.0114931645302757,0.0718882248078052,0.24,0.1656859191062364,0.6818181818181818,0.8548264382045707,0.2974989660150841,0.8,0.8960468239139636,0.2813781723543141,0.5759288454633891,0.4855674669416076,0.001847469679154,0.15,0.0980847871327192,0.0209827566741474,0.9040868862329604,0.1656859211596693,0.1296517758022042,0.8172069386789494,0.1486450198300574,0.6666666666666666,0.1779471666392777,0.1284377065948586,0.087378818120542,0.0973899609716686,0.0304458674733449,0.1342893600589204,0.2706634764853186,0.7264732547674803,0.8789133773975115,0.810123530772061,0.6114841984822539,0.0653297871269715,0.1026080067162821,0.7010342707292597
20220712-094901-011k,0.343849570912114,0.5322553555279977,0.5577574474643884,0.4186112830921219,0.3172891238269872,0.600360188204443,0.3358720932390645,0.3697599655154014,0.5021100206929566,0.6467331282257938,0.5866904665756237,0.5606423653360556,0.2807416435414615,0.4734912618275226,0.6130157800415775,0.2708456304513111,0.2908182419932524,0.3767802204525372,0.4,0.4528283982527674,0.3636363636363636,0.6395292955031663,0.5243096491295351,0.8,0.4108916211082905,0.4594179279406452,0.4769201066926984,0.5351519722621393,0.0922368422015009,0.35,0.4557578595163709,0.4862385532261595,0.4308750685251634,0.4528284016166672,0.514106595936712,0.3974777202005485,0.3641212172498891,0.5416666666666666,0.5039806674483409,0.5131127364557878,0.4464087587143371,0.4127878061306256,0.2373537567268844,0.5179892916129525,0.4100738688633841,0.5280041925200736,0.4507956164218727,0.6844864596514834,0.4665535210059863,0.3803234110300248,0.407322147623587,0.6811915092991075
20220712-094721-010k,0.3596124074525172,0.3809393620303183,0.6016558276233602,0.5707953794975494,0.3775545300829847,0.6398384896197488,0.6269663288513653,0.349392037676217,0.5129106141797255,0.768104655914667,0.6443474118612491,0.5517976705330832,0.293328635174046,0.5273844125475133,0.6014263339047206,0.3247771425060009,0.5471903620114543,0.4089669983027254,0.4,0.5021587954517307,0.6363636363636364,0.6423975981267666,0.3343437573566331,0.4,0.3776156854523326,0.4825963224563842,0.4321859977505026,0.2268661861583414,0.1220045851912593,0.25,0.4612172883281079,0.3577981651106809,0.3757248073086877,0.5021587961419558,0.6013736495791276,0.4554140830981092,0.5553647363556742,0.7083333333333334,0.6437037711415557,0.5259416210674945,0.2797833455968332,0.4141240091511577,0.2654313885492217,0.6117904623648444,0.5537547043600188,0.5576130016168962,0.3166815019452562,0.7280254958394771,0.8368191187956271,0.3827809696489231,0.4141991639359942,0.7325311224623674
20220804-141629-1cb010,0.1406135903850555,0.224771016742788,0.2204024661873098,0.1348524552830376,0.0586784747013889,0.3777010152012507,0.0,0.7599437012066658,0.1412154381397859,0.9694537802084496,0.234207175389397,0.6631309401698083,0.0315435836848712,0.1490471949986112,0.1778640828816822,0.0459494953317697,0.0392271045149702,0.1131662607478223,0.28,0.1990502547432428,0.2272727272727272,0.9137711919389868,0.2968711016605315,0.4,0.6187009483951851,0.2611629431387117,0.5446314574965543,0.1801318590318472,0.0239982262659533,0.1,0.0704605175841223,0.2369782254271799,0.6158967688761673,0.199050256755725,0.2146804192566633,0.2428123601713604,0.0349861805678382,0.2916666666666667,0.1751284545741857,0.1553028126407759,0.2953827037207511,0.1097345660609729,0.0282155376604896,0.2327691534196417,0.2026461369729345,0.7401392426178522,0.7372584654257534,0.8009510196037014,0.7050506133105343,0.0622843386085487,0.1049242405913244,0.7744939171271991
20221002-222205-07,0.3187969260567764,0.2051861534640766,0.4845066057801618,0.4218890890970436,0.2022439486252839,0.6242546570971197,0.3154780101403437,0.4803726198770115,0.3711944611436872,0.9801292143010096,0.599604406750771,0.5976548281444749,0.1504102134938564,0.3635832067664987,0.4762947350961908,0.1754934518516206,0.2546472107783051,0.2227199657419115,0.32,0.330480735903657,0.3181818181818182,0.8237346181969786,0.2900317954049178,0.2,0.387557451683181,0.2753129151213468,0.4223514565866993,0.164918405841003,0.0804607558694631,0.1,0.2705616497124921,0.1842845197971179,0.3856513419947646,0.3304807363294819,0.4876781302672612,0.3286639542963633,0.3366844592622962,0.2916666666666667,0.4756363634713405,0.3979007174687248,0.160182049526235,0.2968984994269395,0.1381312914417508,0.4709460124627916,0.4955278842521925,0.7844063777099485,0.3882858819977897,0.9425387643366884,0.8696915062715264,0.0787701854478372,0.2847114902313115,0.878455606684941
20220803-143406-1ca018,0.4301487215270252,0.6911887950536658,0.5435642163381869,0.4048016682486133,0.2935758052659588,0.4876879407261745,0.4092732705485266,0.4154884451421151,0.4669110892250082,0.5971660302647708,0.518869657110425,0.3994615917430349,0.2422616282963114,0.4448643906167004,0.5610620078077817,0.2441186108427357,0.1928344914218383,0.3403546520143509,0.44,0.3962777048230961,0.6363636363636364,0.6969692414634372,0.4676993732369893,0.2,0.5218382406028567,0.4117359389223633,0.3821440926351732,0.2623804034481262,0.0645574570188581,0.25,0.4257675176122155,0.6522940741442633,0.5190002051369204,0.3962777047722347,0.452335473971735,0.5664582403521444,0.4606021002719052,0.7083333333333334,0.5137734457550593,0.4787972782480028,0.607388527960987,0.3837301396272204,0.2297024581199889,0.453093314430388,0.3228316672271491,0.5131717816437826,0.4577014697416366,0.6686164220106785,0.4982345914771753,0.3703620475069956,0.378078154723852,0.705857214404511
20221014-224432-141022ipds,0.1731127913618848,0.2471391424260957,0.2699285384633104,0.2329802428798104,0.0909266860296474,0.2996129122872107,0.1959713924893395,0.9181872288018176,0.2329136365322914,0.9023190976619904,0.3155177486690038,0.3041388613755454,0.064627840192066,0.2260886631004338,0.2628836536309204,0.0838591614188349,0.0687307483752139,0.1356996316404392,0.28,0.2460810497097398,0.4545454545454545,0.8693830461139458,0.2794942353497168,0.2,0.7049644946893303,0.1954036586195537,0.3743869097281468,0.2500754586205839,0.0135003310120438,0.05,0.1883786762830342,0.2678908852096614,0.7032476223636182,0.2460810503183407,0.251436731683598,0.6186055876452342,0.1765658392838384,0.375,0.2625921009205832,0.2350307593151383,0.2953827033740779,0.1844975364821354,0.0739942244045402,0.2653476477777023,0.2833198592762931,0.6762710868058446,0.6842227305592464,0.8165915417593694,0.6857046601199833,0.1110869174162427,0.185120025523912,0.9307697886494531
20220803-112631-1ca002,0.196687571732188,0.6635138755636145,0.3640297349142091,0.3061585272729389,0.1839684948345215,0.4227050211132219,0.3664710263635641,0.7336335832868883,0.2774514849689166,0.931445057128814,0.470010563039173,0.3252800477830525,0.0943959209623043,0.270715358098837,0.3592403595627834,0.1102321282068009,0.1599205387703332,0.1799029474774879,0.28,0.344043912549961,0.5909090909090909,0.8771995335334027,0.3817586573988576,0.6,0.5859538229988029,0.3971190478485479,0.6083943998204939,0.4288857790351358,0.0130976786271762,0.15,0.2539046991384963,0.676264939805947,0.57083998941303,0.3440439128799531,0.3326113064653966,0.7337236408442078,0.2969881615159969,0.5833333333333334,0.3659372486023318,0.2830288616883011,0.6593895019610878,0.2206772932820273,0.0844065141625215,0.3875139979482056,0.188781100175652,0.6497530821381191,0.4323257472702757,0.7975751590509013,0.5548653964831546,0.1157838128734892,0.2286090476310655,0.7115241933291355
20220804-085141-1cb002_2,0.2935907131611999,0.4686791716706481,0.4665171957033389,0.4335444191355984,0.2414963244749745,0.5121851740810398,0.4048156439415995,0.4720175333984036,0.4167704623319467,0.7083917968898189,0.515830373126269,0.4687803340091961,0.1933452720695615,0.399707114462116,0.5022716276713812,0.2046666292517351,0.1802288178239174,0.2939844151744426,0.36,0.4387087053912933,0.5454545454545454,0.7109919261318126,0.4148752226533851,0.6,0.4952728769514116,0.4113094664044086,0.5197830555446927,0.2071825377119169,0.0377882499365235,0.25,0.3953097923218976,0.4678899117784699,0.5049599204820814,0.4387087072679952,0.4561799710128399,0.4797393855847493,0.3777662497410396,0.625,0.4761901503474675,0.4302363629774954,0.4246310026092699,0.3396281561998044,0.1961167318701658,0.4493715184947474,0.3643390638286948,0.5589581308045284,0.4974930573099695,0.7287047751285757,0.523023253933262,0.317928383260397,0.337349842957299,0.7141680526290911
20220803-124016-1ca009,0.2748510047116852,0.5000071096695611,0.449668463889642,0.4255624969777728,0.2498253976918883,0.4892440894975037,0.5518470408627825,0.5571803227813189,0.3626926320967181,0.8652299410954194,0.5468077999207202,0.3496509659257161,0.1497741425140357,0.3731243879145901,0.4296201939089064,0.1829926120105382,0.2784150693985019,0.2210856080184823,0.32,0.3534941018733786,0.8181818181818182,0.7889066191505988,0.390493219163305,0.4,0.5238885786925096,0.288779868355737,0.3616389113556932,0.0913123926707092,0.0258888936495105,0.15,0.3114201009342288,0.5055050816453156,0.5062119550148922,0.3534941059926846,0.4241271293682628,0.554913660483739,0.4587110334746158,0.7916666666666666,0.4950106830647384,0.3778388597277904,0.4625408730285892,0.2875659017175723,0.1680289880339078,0.4513928645548777,0.3272401502229698,0.5429918083639097,0.4233288793966105,0.714854163988094,0.7507808072773946,0.1843760787534075,0.28921757422523,0.8322663533540606
