name,S_down,maxvalue,range1,range2,dmq,V_sum,S_ret,curvature,alt_stderr_mean_5,alt_rvalue_min_50,V1,V2,stability,std,level_shift_size,var,dnp,fft_abs_1,F1,asoc,F2,erbc_num10_focus4,erbc_num10_focus2,maxindex,minang,fft_imag_3,fft_imag_6,fft_abs_22,lumpiness,minindex,alt_stderr_max_10,retvalue,sumang,mac,S,retang,S_low,retindex,S_sum,alt_stderr_min_5,minvalue,alt_stderr_mean_10,swd_coeff_2,std1st_der,cv,fft_angle_2,maxang,fft_real_2,fft_real_5,alt_stderr_min_50,alt_stderr_max_5,fft_angle_3
20221215-043557-16-2,0.2618913607181476,0.3583093172882958,0.3978159906840012,0.2537410907133511,0.1405198058893512,0.2176102975863173,0.3472577694135856,0.678912905580926,0.3475856336403252,0.416637060401171,0.2277608713200276,0.2608299801740789,0.1331954794650436,0.3326174735103187,0.3955660861314594,0.1521746616975449,0.1073198257101996,0.2599529640328211,0.6,0.2932590413657674,0.6363636363636364,0.6163556129703908,0.5958653780156419,0.8,0.7888711597981728,0.5473052626183628,0.732573840927548,0.1039843901341456,0.0471510310125127,0.6,0.3249645288118228,0.3294769291785575,0.7658705182915633,0.2932590408870492,0.2750452025625282,0.775362174139198,0.3231970076283167,1.0,0.3453096528896021,0.3461994792289103,0.3473836711340622,0.286109914975615,0.1446032877983863,0.3472137230798546,0.3644706116749887,0.22617866117981,0.6646311706400019,0.5009607743724508,0.1903262615175865,0.3745378036408013,0.2938125766926361,0.5022339447103538
20220927-151037-044,0.3666216604179323,0.5311052811084832,0.5246865594689929,0.4899992728627905,0.3239967406079626,0.5288358585895118,0.4459343611367434,0.4219112033115583,0.444244638145533,0.750314869753159,0.4956250344913742,0.550854275653678,0.2239661511553714,0.4603276199112888,0.5050696263582845,0.2583901459179265,0.3002351092376965,0.3427736780449908,0.44,0.4623960310357469,0.5,0.7164804896169138,0.3404793441969106,0.2,0.4754019245150566,0.4719389539978851,0.4245646144505177,0.2833498255909189,0.0721971436917852,0.25,0.4052126637937144,0.5229357741031901,0.4615244183786958,0.4623960351797604,0.5208026355637112,0.4138138353724322,0.4462852021700144,0.5833333333333334,0.5462760115950553,0.4592013197727795,0.4598310726040748,0.3584640121927784,0.2359109436787491,0.5048582456122802,0.3913710128488141,0.5485155882089318,0.4335417112754924,0.7209597569629108,0.628908333157261,0.3447867070722845,0.3590089343253878,0.7111315781272158
20221021-085803-Àî¹ó·¢,0.3708208727055636,0.7701527870801622,0.4818843567643894,0.4368379580643562,0.2653068175725354,0.3440801100955494,0.4948489240237071,0.4902831526273389,0.4359435922090386,0.4007509932534115,0.3105735809330301,0.4288619995703517,0.1986953816518096,0.4284222966830419,0.4729328693551813,0.2293700710507214,0.1205673046159204,0.3474867803613742,0.6,0.3922240758829127,0.6363636363636364,0.636894933114952,0.5124994468696955,0.8,0.6567350527594231,0.6365684096298111,0.6698998193904906,0.3010490635280491,0.1798959786927232,0.6,0.3763704673888437,0.7724780314431435,0.6618386862301787,0.3922240773415547,0.4244508300560181,0.5609634808274298,0.4793300341978576,1.0,0.5057077659033893,0.4421576576809359,0.7113904679877062,0.3611872721897836,0.2624715729480382,0.3983108641112812,0.2783106664291317,0.2457701309459716,0.6650880818918875,0.4506657305619264,0.2718344881102501,0.5039147018734104,0.3570295185572094,0.3588934445058814
20221215-044050-19,0.5396640401310693,0.4905399471039587,0.7300120659985389,0.4601328478242984,0.4442133821952756,0.5337405049523876,0.3767081021649597,0.2751788896614855,0.7045746897179245,0.4166370168561414,0.5181469866153199,0.520156113543683,0.5162494804605838,0.6830636387938529,0.7364496213205257,0.5070878464335845,0.4049287926500634,0.6194021056282669,0.64,0.58735608264365,0.5,0.2841043888769465,0.6803267726670831,0.6,0.4726723610388134,0.6144730807674306,0.4916238444821019,0.461939487649836,0.380668218693828,0.6,0.669145341224956,0.3761467705950678,0.4962275824136813,0.5873560864759189,0.5565379108128066,0.5876435475702392,0.5044377284901992,0.875,0.5957298959913022,0.6999860786567527,0.3300500140584902,0.5883570451743559,0.5048975282081468,0.6170041688308787,0.6723673074407804,0.2594951164962507,0.4570779952437057,0.311288466751244,0.5328997939170326,0.6249404084946911,0.5924626950241092,0.4436543900251249
20220929-230559-290922ipds5,0.4370714441922243,0.4835669988351145,0.6458406301189009,0.4661425547056095,0.3412251119649814,0.5747260422150368,0.5383975830682226,0.3580186804218316,0.5311976700939606,0.4793693317652939,0.6448056561240629,0.3822370253360327,0.307346949057589,0.5494430427891526,0.6561781064399926,0.3482133461103255,0.3852050154524873,0.3632177249403778,0.44,0.5560308770286435,0.8181818181818182,0.5356896153510932,0.604437353887557,0.4,0.4470100781180926,0.474457742688599,0.52443378292968,0.3864254358799635,0.0947848690346155,0.3,0.5153373094554119,0.4100329037687711,0.4090929714523247,0.5560308776527472,0.4955909037162013,0.5923650550730944,0.5453937017103218,0.9166666666666666,0.5783727549097263,0.530431644024376,0.3602732309135044,0.43532732044815,0.3384107344974113,0.5757466989874385,0.5333783774841018,0.3928818263547345,0.2444232238166917,0.4705658591111516,0.668404772702747,0.4120959898641665,0.4452816866250186,0.6639604391365539
20221014-225152-141022ipds,0.5392093624600385,0.692849287630872,0.8727032019370368,0.7662914276342854,0.8722684888331915,0.8484130977086861,0.7123441924269779,0.1861320693839789,0.804646833098012,0.5484266536407804,0.7971520846054596,0.7976395189274308,0.6585853868092042,0.8037560948419794,0.8872365478656723,0.6755407070142917,0.7234819274696295,0.6243703732284828,0.52,0.6602455884188835,0.5454545454545454,0.4891592094922252,0.424670771926036,0.4,0.1874941604622953,0.5186137617130903,0.1237751898893047,0.4811722120449762,0.5650580270987229,0.4,0.7416886671281984,0.6146788998737482,0.1960766271051009,0.6602455920825038,0.8129624388414848,0.1557522887884538,0.7140240353165845,0.75,0.8420775087480985,0.8219305165348576,0.4642751705935506,0.6561408781122952,0.6482694030024925,0.8648258549766513,0.6239192046020768,0.5014728831153064,0.2275778832965115,0.5935413286725723,0.8002141679378081,0.6773742745610242,0.6588281549194365,0.7398693707719541
20221021-085050-×Þ¸ýÃ÷,0.4704676336806062,0.5251552728224619,0.581456381187682,0.476856254260288,0.3325053713203546,0.4677022096513649,0.4605868282783334,0.3742903194762776,0.5579634457742505,0.4557207447858221,0.4783779510307214,0.4257223498736985,0.3264161093140122,0.5435822958620253,0.5882795028389047,0.3419094254115549,0.2133470109685255,0.4690756935479719,0.52,0.4564695742896837,0.7272727272727273,0.4607931513461239,0.5292234915866175,0.4,0.5384668853906913,0.6402392778035977,0.578353868896365,0.3506528870168437,0.1682772940179768,0.4,0.5041156609700789,0.4862385227674439,0.5440310870239009,0.456469575986215,0.4889086038465263,0.6260071801620001,0.5163198395217176,0.9166666666666666,0.5613014110439278,0.5581155618371529,0.4290751005987457,0.4624138231009843,0.3728513188089317,0.4881918263371983,0.4834788232491013,0.2747386599483346,0.4768338248567228,0.413340857103627,0.4057029987723675,0.5498243396449827,0.4630002372221726,0.445795564850774
20221021-114317-9004,0.4096677216742465,0.312007452377924,0.5092390717565727,0.5640274101762687,0.2988765270444593,0.479938303737465,0.5641654015419504,0.4136576927988726,0.5128587860864596,0.4819674154635087,0.4766040820794757,0.4608392224583245,0.3167114948705304,0.5202609948408344,0.4830257579903677,0.3173778391444434,0.148558257008042,0.4833142331649352,0.44,0.5284474564290242,0.8181818181818182,0.4667771658331169,0.3263768126202995,0.2,0.5252058609168369,0.6481979563683717,0.7566904980461041,0.351676281284041,0.075689710221395,0.25,0.4769133410727694,0.3276410752356246,0.5590880369979316,0.5284474587498825,0.5136287244280945,0.6063325580169316,0.5454409975094323,0.875,0.588607618832527,0.5163770227703429,0.2533085549648388,0.425166825220731,0.3334638154180343,0.4775830138866282,0.5860303187438174,0.4082089338359937,0.5489662335263499,0.6037939678616684,0.4942156206690191,0.5838802997277156,0.4267769518448841,0.4346752168320332
20220816-211654-ÄÐ12,0.4095110243261971,0.5007260415777536,0.6416811038449565,0.6308306263002844,0.4613738728447845,0.6576370696675473,0.6873193652365004,0.3158994064126865,0.559128223133605,0.6273684576946279,0.6396839078054052,0.6068933347753723,0.3419280603715885,0.5725073087703292,0.6377520524005311,0.3735639603045102,0.5109573185343882,0.444817201596735,0.44,0.5649758826543057,0.6363636363636364,0.598416945495832,0.4398569275612685,0.6,0.358260900542048,0.628987714250112,0.6701933956152882,0.0491807312086208,0.1109592041446544,0.35,0.5248742389280918,0.481534209011155,0.3495359940265271,0.5649758868307863,0.650684266510399,0.3630059044204459,0.6223498263576311,0.7916666666666666,0.703959400160974,0.5722747573789866,0.3788084317904157,0.4550573069817863,0.3401833292056853,0.6315082628871868,0.516261512641957,0.4507256747382511,0.3134480550168969,0.605708755155967,0.5228296808739779,0.5200729094088817,0.4516681409868715,0.6347454213507335
20220928-185856-280922 okt4,0.2983055947504264,0.6955583387868634,0.5492949043035207,0.5291795255581757,0.4472533443098728,0.6038586264226721,0.5068865430442315,0.3934339309268178,0.4711765454437257,0.8573469278128268,0.5755756057990025,0.5911256434393369,0.2568663479143894,0.4969958677087688,0.5524799608025566,0.2937863594929633,0.4372971437586386,0.3965610033188127,0.4,0.5483670221731688,0.5,0.7520107558557846,0.287223407805814,0.4,0.4057880903919791,0.4395616411278819,0.3417569832912082,0.4323861090388747,0.1686917522876216,0.25,0.4030276669290514,0.693312002539473,0.394719913783014,0.5483670254198065,0.5683787393705843,0.3873375751470398,0.444348785679914,0.5833333333333334,0.5723515486795245,0.4879627626899739,0.6091228293393531,0.3796349981926479,0.2367100669383351,0.5880782141762584,0.3495221308510578,0.5691437686303928,0.3597426162993392,0.7425202759404426,0.8441474554155868,0.2889935755224102,0.3823070303965139,0.7664197447947191
20221209-012348-8,0.4693165519188409,0.657167992174061,0.6453681594256087,0.5471207370427845,0.4157605385605261,0.5847746802255344,0.5250567365629042,0.3097494627466352,0.6360053268839686,0.4845604871288381,0.5934567356588379,0.5072273773772918,0.4267270979634154,0.5943161490383136,0.6501201910018675,0.398330196042385,0.2714790693436361,0.5692357957500533,0.48,0.5471314756278107,0.6818181818181818,0.5009170922317052,0.4345437102741816,0.4,0.4282641331606455,0.6936563177154874,0.5996596678238406,0.2917103439613632,0.1874149600463982,0.35,0.591675170846566,0.6146789057453078,0.4476550397720715,0.5471314778465511,0.5735575596297434,0.5960919942316616,0.5559542009181374,0.8333333333333334,0.6288794211833388,0.6382291924767006,0.5295000948852016,0.5278046351036454,0.3897589190796527,0.5569075275263271,0.4570673114039455,0.3911901494640493,0.3813227262767993,0.5489461177065956,0.5435690553845847,0.6449053274308788,0.5275059355525857,0.5334734142930531
20221209-011722-6,0.5401209293528292,0.6964852499829929,0.6735497146478157,0.5109113530743241,0.4313934347924526,0.4597714015309177,0.4672393051915585,0.315975899480431,0.6571310708532543,0.4033812872098806,0.4056987322194005,0.545243311708725,0.4480014143547248,0.624957850383096,0.6602167188848403,0.4344334949893484,0.2689778046956766,0.5690091356093909,0.72,0.5403880506484613,0.5454545454545454,0.4451459447553157,0.5531837000316832,0.4,0.5401622530460403,0.566648225051031,0.4479293671960002,0.5764796625175975,0.2680693000149399,0.65,0.6081624092361578,0.6306753618744859,0.5732803617006834,0.5403880512125789,0.5294941138157591,0.4881711674795715,0.5613092066181115,0.9583333333333334,0.6064570551169035,0.6568862694791077,0.5553875626277147,0.5481048580942607,0.4718677298036708,0.5498031076608727,0.4724553375534351,0.2957620893456112,0.6212543910652245,0.3731448627660045,0.5078244694759653,0.6022577569660034,0.5515015508685672,0.4324815707336268
